1.46625 0.0393622 0.5 1 0 0.5
0.34216 24.518 0.000522707 1 24.5 0.000522707
2.43315 0.0653193 0.5 2 0 0.5
1.3418 24.5448 0.000522707 2 24.5 0.000522707
3.40005 0.0912765 0.5 3 0 0.5
2.34144 24.5717 0.000522707 3 24.5 0.000522707
4.36696 0.117234 0.5 4 0 0.5
3.34108 24.5985 0.000522707 4 24.5 0.000522707
5.33386 0.143191 0.5 5 0 0.5
4.34072 24.6254 0.000522707 5 24.5 0.000522707
6.30077 0.169148 0.5 6 0 0.5
5.34036 24.6522 0.000522707 6 24.5 0.000522707
7.26767 0.195105 0.5 7 0 0.5
6.34 24.679 0.000522707 7 24.5 0.000522707
8.23458 0.221062 0.5 8 0 0.5
7.33964 24.7059 0.000522707 8 24.5 0.000522707
9.20148 0.247019 0.5 9 0 0.5
8.33928 24.7327 0.000522707 9 24.5 0.000522707
10.1684 0.272976 0.5 10 0 0.5
9.33892 24.7595 0.000522707 10 24.5 0.000522707
11.1353 0.298933 0.5 11 0 0.5
10.3386 24.7864 0.000522707 11 24.5 0.000522707
12.1022 0.324891 0.5 12 0 0.5
11.3382 24.8132 0.000522707 12 24.5 0.000522707
13.0691 0.350848 0.5 13 0 0.5
12.3378 24.84 0.000522707 13 24.5 0.000522707
14.036 0.376805 0.5 14 0 0.5
13.3375 24.8669 0.000522707 14 24.5 0.000522707
